Fecha,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,RH2M,CLOUD_AMT,CLRSKY_SFC_SW_DWN,PRECTOTCORR
2020-01-01,4.8713,18.87,23.47,15.3,8.17,85.65,75.95,6.8179,1.67
2020-01-02,6.0058,19.03,24.79,15.38,9.41,84.94,45.61,6.8777,0.95
2020-01-03,6.185,19.09,25.37,13.59,11.78,77.95,32.61,6.9154,0.13
2020-01-04,6.3425,18.6,24.91,13.17,11.74,79.6,34.75,6.858,0.0
2020-01-05,6.2306,18.42,23.68,14.0,9.68,86.14,47.65,6.8774,0.0
2020-01-06,6.0706,18.8,24.22,14.62,9.6,85.41,53.51,6.9394,0.0
2020-01-07,6.3948,18.91,25.21,14.37,10.84,77.86,31.73,6.9199,0.0
2020-01-08,6.2196,17.81,25.21,11.21,14.0,72.74,30.07,6.9782,0.0
2020-01-09,6.5638,18.09,25.36,12.63,12.73,74.42,32.48,7.2458,0.0
2020-01-10,6.7574,16.7,24.49,10.2,14.29,72.36,22.03,7.1794,0.0
2020-01-11,5.6088,17.68,24.72,10.54,14.18,74.01,56.39,6.9353,0.0
2020-01-12,5.2541,18.63,25.21,12.96,12.25,76.33,53.09,6.971,0.0
2020-01-13,6.379,19.32,25.42,14.0,11.42,75.33,39.65,7.0428,0.0
2020-01-14,5.179,19.32,25.07,14.49,10.58,75.45,56.65,6.9542,0.0
2020-01-15,5.4929,19.32,25.07,15.05,10.02,76.57,52.08,6.8899,0.0
2020-01-16,4.2398,19.57,25.77,13.99,11.78,74.93,77.28,6.8215,1.0
2020-01-17,4.0466,19.9,25.07,16.19,8.88,75.06,76.46,6.924,2.72
2020-01-18,4.9099,20.24,26.08,15.72,10.36,73.72,53.34,6.8177,0.52
2020-01-19,4.7266,20.84,26.58,16.83,9.75,75.52,76.79,6.864,1.57
2020-01-20,3.8227,19.4,23.61,16.33,7.28,83.65,99.24,6.8614,0.94
2020-01-21,3.3444,18.68,23.82,15.93,7.89,86.75,93.67,6.7783,2.92
2020-01-22,3.3216,17.85,22.03,14.97,7.06,86.16,91.01,6.689,0.92
2020-01-23,5.0083,18.35,23.64,13.55,10.09,83.55,71.25,6.9034,0.04
2020-01-24,4.0418,18.07,22.52,15.6,6.92,84.76,98.11,6.647,0.69
2020-01-25,4.813,18.65,23.08,15.13,7.95,85.63,81.85,6.8611,2.78
2020-01-26,4.5958,19.47,24.58,15.33,9.25,81.07,80.43,6.8042,3.11
2020-01-27,5.1557,18.67,22.83,15.68,7.15,88.55,62.21,6.8141,2.56
2020-01-28,5.287,18.51,23.29,15.09,8.2,84.51,54.5,6.9864,0.59
2020-01-29,5.8416,18.78,24.78,14.02,10.76,82.71,53.17,7.037,0.34
2020-01-30,5.297,19.49,25.78,14.42,11.36,75.61,61.1,6.8988,0.06
2020-01-31,4.9373,19.23,25.01,13.62,11.39,73.25,54.0,6.8707,0.0
2020-02-01,4.319,20.38,25.56,16.6,8.96,77.07,87.39,6.8203,1.03
2020-02-02,5.0016,20.2,25.78,15.78,10.0,76.48,90.24,7.0099,1.02
2020-02-03,5.9592,19.12,26.09,12.8,13.29,73.95,36.58,7.02,0.02
2020-02-04,6.439,17.96,26.15,10.87,15.28,67.71,30.64,7.3481,0.0
2020-02-05,7.1525,17.87,26.22,10.99,15.23,62.57,22.89,7.5898,0.0
2020-02-06,7.1014,17.66,26.02,9.69,16.33,66.47,33.73,7.4988,0.0
2020-02-07,6.2976,18.63,26.41,11.34,15.07,65.5,44.78,7.2941,0.0
2020-02-08,5.1761,18.63,24.06,14.57,9.49,80.12,69.03,7.0726,6.22
2020-02-09,5.9143,18.86,24.52,14.56,9.96,82.33,44.9,7.0344,36.81
2020-02-10,6.8926,18.65,25.52,13.03,12.49,71.53,45.89,7.5754,1.89
2020-02-11,7.1244,17.91,26.0,10.8,15.2,69.91,22.77,7.4388,0.0
2020-02-12,6.8443,18.94,26.31,11.44,14.87,72.96,28.44,7.1837,0.0
2020-02-13,6.1356,20.16,26.66,14.42,12.24,74.58,58.58,7.3344,0.12
2020-02-14,4.6222,20.0,24.61,16.26,8.35,78.78,76.5,7.0999,1.29
2020-02-15,4.8281,19.48,25.31,14.97,10.34,73.27,76.25,7.0786,0.61
2020-02-16,5.8423,19.11,26.01,13.23,12.78,71.58,49.78,7.2564,0.41
2020-02-17,5.8764,19.26,26.22,14.39,11.83,72.19,48.26,7.3932,0.19
2020-02-18,6.4418,20.57,27.51,14.98,12.53,72.22,39.94,7.4059,0.0
2020-02-19,4.4652,21.17,26.83,16.18,10.65,76.35,82.52,7.3286,0.35
2020-02-20,4.5084,20.8,26.17,16.96,9.21,74.91,93.37,7.277,0.54
2020-02-21,4.9543,19.55,23.94,16.36,7.58,82.79,85.55,6.9634,8.87
2020-02-22,3.5429,19.49,23.31,16.98,6.33,86.02,99.76,6.8285,4.54
2020-02-23,3.3998,19.78,24.71,16.41,8.3,84.35,99.65,6.7596,29.72
2020-02-24,3.1714,18.99,22.73,16.58,6.15,89.67,96.43,6.99,19.79
2020-02-25,4.7695,19.27,23.31,16.89,6.42,87.87,93.84,7.0044,8.07
2020-02-26,4.0334,18.14,21.0,16.12,4.88,89.78,92.71,7.0733,3.69
2020-02-27,5.4598,18.59,22.81,15.94,6.87,85.6,69.08,7.2122,0.43
2020-02-28,4.921,19.57,24.5,16.13,8.37,81.7,74.22,7.0618,0.17
2020-02-29,4.685,20.0,26.2,14.87,11.33,78.11,83.88,7.128,6.61
2020-03-01,4.5922,20.3,25.58,15.9,9.68,79.6,78.31,7.1806,8.94
2020-03-02,5.2428,20.09,25.22,15.42,9.8,80.36,73.65,7.1491,4.62
2020-03-03,5.267,20.72,26.34,16.39,9.95,79.1,73.68,7.1227,3.88
2020-03-04,6.1414,20.28,26.14,14.99,11.15,75.95,50.7,7.2874,0.04
2020-03-05,6.5227,18.8,26.82,11.04,15.78,68.05,37.85,7.5458,0.0
2020-03-06,5.9395,19.13,26.19,11.91,14.28,66.83,58.09,7.3466,0.06
2020-03-07,4.2902,19.99,26.45,13.79,12.66,75.75,92.51,7.0627,0.7
2020-03-08,3.8472,19.83,24.96,16.73,8.23,84.17,81.13,6.4862,1.15
2020-03-09,3.4349,19.66,24.14,16.25,7.89,82.42,93.59,6.6998,7.91
2020-03-10,4.8343,20.06,25.33,15.61,9.72,78.56,89.71,6.9679,8.22
2020-03-11,5.2339,19.9,24.94,15.5,9.44,80.13,79.06,7.063,2.49
2020-03-12,3.8057,20.04,24.8,16.22,8.58,81.05,79.77,6.9298,0.68
2020-03-13,4.4897,19.44,23.29,17.07,6.22,85.1,85.25,6.6734,8.85
2020-03-14,3.6355,18.09,21.24,15.7,5.54,89.5,92.38,7.0718,10.63
2020-03-15,3.5088,19.02,23.68,16.04,7.64,86.36,89.12,6.7831,11.8
2020-03-16,4.5941,19.04,23.32,15.63,7.69,83.61,91.67,6.661,2.47
2020-03-17,5.5668,19.01,24.07,14.94,9.13,82.07,59.57,6.8686,0.63
2020-03-18,4.9584,19.28,24.57,14.6,9.97,81.19,80.5,6.4846,0.11
2020-03-19,4.7261,19.53,24.31,15.55,8.76,77.0,81.13,6.3168,0.14
2020-03-20,3.323,18.18,22.36,15.64,6.72,84.22,86.62,5.9947,0.53
2020-03-21,5.647,16.98,20.58,14.21,6.37,86.75,53.66,7.1206,0.3
2020-03-22,6.3055,18.41,24.87,12.47,12.4,73.9,37.76,7.1134,0.07
2020-03-23,4.2864,18.8,23.72,13.84,9.88,77.69,82.34,6.5789,0.87
2020-03-24,3.2623,18.82,23.75,15.51,8.24,84.67,87.41,6.3166,1.87
2020-03-25,4.8713,19.41,24.64,15.47,9.17,82.48,74.56,6.6677,2.49
2020-03-26,4.3802,19.0,23.41,15.97,7.44,84.98,83.69,6.6403,1.29
2020-03-27,4.9639,19.17,23.81,15.14,8.67,81.4,47.75,6.5738,0.12
2020-03-28,4.8662,19.86,25.7,15.44,10.26,78.31,71.87,6.7548,0.01
2020-03-29,4.4844,19.83,25.96,14.59,11.37,76.25,72.53,6.5916,0.94
2020-03-30,2.9227,20.23,25.88,16.04,9.84,78.76,93.44,6.6151,11.06
2020-03-31,3.845,19.93,24.95,15.88,9.07,80.71,89.02,6.6828,13.14
2020-04-01,2.8882,19.55,24.55,16.26,8.29,84.81,95.51,7.081,14.74
2020-04-02,4.4489,20.05,24.98,16.55,8.43,80.87,89.28,7.1434,2.73
2020-04-03,5.4679,20.15,25.0,15.65,9.35,77.34,72.85,7.1479,0.09
2020-04-04,4.5607,20.78,26.14,15.63,10.51,78.15,79.94,7.1834,7.15
2020-04-05,4.1009,21.19,26.18,17.71,8.47,78.32,98.4,7.429,5.44
2020-04-06,4.1647,20.28,24.56,16.82,7.74,79.01,98.61,7.1076,12.26
2020-04-07,4.4712,20.68,26.05,16.02,10.03,73.7,92.57,7.177,4.41
2020-04-08,5.1413,20.38,26.11,15.59,10.52,76.21,84.99,7.1899,0.07
2020-04-09,4.6397,19.45,24.77,15.84,8.93,83.72,97.15,7.4395,5.97
2020-04-10,4.8108,20.39,25.57,15.26,10.31,78.21,88.83,7.2605,0.98
2020-04-11,3.7738,20.68,25.81,16.17,9.64,78.55,99.02,7.009,4.67
2020-04-12,3.3799,20.74,26.51,16.72,9.79,76.01,94.21,6.871,0.51
2020-04-13,6.2021,20.16,26.58,14.96,11.62,73.87,78.43,7.3742,0.86
2020-04-14,5.3904,19.28,23.96,15.58,8.38,83.26,73.17,7.3049,2.11
2020-04-15,5.0196,18.32,22.38,15.46,6.92,85.16,68.21,6.965,0.85
2020-04-16,4.4628,18.18,22.94,14.68,8.26,81.31,71.84,6.8218,1.06
2020-04-17,3.2609,19.15,23.75,15.84,7.91,80.77,95.59,6.7526,11.88
2020-04-18,4.3649,18.6,22.65,15.59,7.06,83.28,79.63,6.4862,6.4
2020-04-19,4.9462,18.82,23.32,14.94,8.38,82.9,77.68,6.936,10.67
2020-04-20,5.8138,19.34,24.24,14.27,9.97,79.96,67.17,7.3517,10.99
2020-04-21,4.2785,19.01,23.7,15.4,8.3,82.14,89.13,7.3418,10.41
2020-04-22,4.4071,18.77,22.91,15.09,7.82,86.34,93.19,7.337,7.3
2020-04-23,4.2785,19.28,23.9,15.44,8.46,81.25,90.37,7.0579,8.22
2020-04-24,5.0424,18.83,22.69,14.72,7.97,83.3,82.0,7.4184,1.02
2020-04-25,4.9997,18.84,22.09,16.31,5.78,87.42,68.66,7.2074,1.53
2020-04-26,5.8918,19.72,25.33,14.84,10.49,74.68,57.38,7.2355,0.44
2020-04-27,5.1269,19.93,25.96,14.93,11.03,70.72,86.18,7.1729,1.5
2020-04-28,4.5602,19.87,25.65,15.19,10.46,76.08,83.72,7.0901,4.36
2020-04-29,4.3927,19.96,25.23,15.07,10.16,79.72,92.0,6.9106,4.82
2020-04-30,4.2065,20.07,24.99,15.98,9.01,82.44,84.6,7.2103,12.67
2020-05-01,3.6946,19.79,23.05,17.04,6.01,83.94,96.08,7.1578,8.11
2020-05-02,4.0433,20.4,26.17,15.74,10.43,77.78,88.99,6.8866,4.9
2020-05-03,3.8878,19.72,24.29,16.01,8.28,79.7,99.02,7.1376,8.81
2020-05-04,4.2703,19.78,25.56,14.74,10.82,77.53,93.87,7.1342,3.04
2020-05-05,4.5785,19.5,24.91,14.99,9.92,76.15,91.77,7.3279,1.03
2020-05-06,4.4436,19.09,24.24,14.1,10.14,77.42,98.37,7.2902,14.62
2020-05-07,3.7783,19.66,24.31,15.37,8.94,78.61,85.77,7.3577,10.11
2020-05-08,3.2218,19.62,25.48,14.96,10.52,78.9,98.81,7.2922,1.78
2020-05-09,5.0801,20.04,25.48,15.27,10.21,76.67,81.82,7.0193,6.47
2020-05-10,5.093,20.55,26.27,15.49,10.78,78.89,96.84,7.1554,4.2
2020-05-11,5.2164,20.21,25.51,16.03,9.48,80.64,89.02,7.2185,1.1
2020-05-12,3.774,20.69,26.09,16.04,10.05,78.68,99.2,7.0222,6.68
2020-05-13,2.6993,19.19,23.43,16.28,7.15,84.61,96.22,6.8856,8.59
2020-05-14,5.2099,19.58,24.79,15.05,9.74,80.49,60.21,7.2326,1.87
2020-05-15,4.9769,19.91,24.77,15.62,9.15,77.84,89.77,7.2766,1.31
2020-05-16,5.561,20.12,24.56,16.45,8.11,75.27,82.87,7.4114,0.1
2020-05-17,4.7326,19.83,24.9,14.58,10.32,76.79,95.22,7.0786,1.08
2020-05-18,4.9848,19.88,25.02,15.41,9.61,78.93,86.78,7.2014,4.73
2020-05-19,3.1637,19.27,23.91,15.35,8.56,81.08,95.94,6.7752,5.7
2020-05-20,5.0551,20.1,25.76,14.39,11.37,76.03,51.54,7.0565,0.28
2020-05-21,4.7148,20.28,25.64,14.56,11.08,74.84,80.97,7.1477,0.11
2020-05-22,4.211,19.99,25.22,14.89,10.33,76.3,84.42,7.0457,1.67
2020-05-23,5.143,20.04,25.51,14.98,10.53,76.59,72.1,7.2115,7.69
2020-05-24,4.3694,19.22,24.47,15.09,9.38,76.83,81.29,7.0954,1.63
2020-05-25,4.9541,19.34,25.2,12.95,12.25,75.58,90.82,7.1107,0.5
2020-05-26,4.2722,19.88,25.56,14.49,11.07,76.53,93.01,6.9298,4.56
2020-05-27,4.1239,18.67,22.35,16.15,6.2,81.05,98.85,6.797,2.01
2020-05-28,3.8254,18.91,24.06,14.52,9.54,77.93,96.28,6.6,2.13
2020-05-29,4.3678,19.03,23.96,15.0,8.96,81.79,90.97,6.8506,7.92
2020-05-30,3.3842,18.37,22.8,15.27,7.53,84.96,98.77,6.8378,9.36
2020-05-31,4.2598,18.48,23.41,14.65,8.76,83.12,92.94,6.9718,8.79
2020-06-01,4.7179,18.56,23.32,14.5,8.82,83.22,89.98,7.279,12.59
2020-06-02,4.7966,19.16,24.35,14.33,10.02,80.08,84.82,7.032,12.45
2020-06-03,2.2781,18.63,22.43,14.98,7.45,82.02,98.78,6.833,26.51
2020-06-04,5.6815,19.49,25.02,14.64,10.38,77.26,61.08,6.9314,5.23
2020-06-05,4.229,18.86,23.76,14.81,8.95,78.53,92.55,6.7241,3.93
2020-06-06,4.3046,18.49,24.43,13.84,10.59,77.47,98.9,6.9833,1.44
2020-06-07,5.0803,17.91,23.88,12.6,11.28,77.74,61.81,7.0853,106.36
2020-06-08,4.0822,17.4,22.25,13.68,8.57,80.21,77.75,7.026,17.73
2020-06-09,5.8034,18.0,23.73,11.82,11.91,76.0,72.46,6.9583,0.14
2020-06-10,4.7167,18.28,23.28,13.18,10.1,80.81,83.77,6.8729,7.29
2020-06-11,4.5139,18.0,21.59,15.02,6.57,88.55,87.79,6.9223,5.89
2020-06-12,4.0776,18.18,22.53,14.87,7.66,88.5,88.6,6.9058,11.24
2020-06-13,4.6399,19.3,24.34,14.71,9.63,79.2,83.19,6.9185,2.47
2020-06-14,3.8801,18.0,22.95,13.22,9.73,79.95,96.33,6.631,3.45
2020-06-15,5.0885,17.33,22.79,12.36,10.43,79.46,83.81,6.9463,0.2
2020-06-16,4.8854,18.29,23.86,12.3,11.56,79.06,71.71,6.8482,15.6
2020-06-17,3.4663,18.96,24.57,13.35,11.22,79.73,94.33,6.9787,7.08
2020-06-18,4.3368,18.98,24.24,14.55,9.69,79.84,88.1,6.7867,10.67
2020-06-19,5.3686,19.25,24.18,15.03,9.15,77.28,79.07,6.99,2.53
2020-06-20,3.9518,18.95,24.32,13.89,10.43,76.38,98.32,6.8035,20.22
2020-06-21,5.5085,18.51,23.74,14.3,9.44,78.57,79.25,7.0543,4.09
2020-06-22,4.3178,18.23,23.35,13.26,10.09,76.9,89.91,7.0022,3.7
2020-06-23,4.6152,18.32,23.09,14.29,8.8,76.88,75.96,6.7584,7.44
2020-06-24,5.2589,18.48,24.51,12.64,11.87,73.6,79.05,6.6806,0.91
2020-06-25,4.3896,19.17,24.17,14.94,9.23,75.95,91.63,6.6715,5.54
2020-06-26,4.0726,19.05,23.61,15.4,8.21,78.9,91.16,6.9329,4.43
2020-06-27,4.5816,18.59,24.23,12.73,11.5,77.16,96.95,6.7699,4.71
2020-06-28,3.1716,18.28,23.56,13.55,10.01,79.49,99.65,6.81,8.51
2020-06-29,5.1276,18.31,23.12,13.65,9.47,80.0,73.28,6.948,0.18
2020-06-30,5.5248,18.8,24.07,13.63,10.44,75.91,84.46,6.913,0.01
2020-07-01,4.0267,18.58,23.5,14.17,9.33,79.01,94.01,6.9569,15.58
2020-07-02,4.4069,18.83,23.75,14.24,9.51,77.83,93.38,6.8429,4.47
2020-07-03,4.2053,18.86,24.2,14.71,9.49,76.81,88.05,7.0577,11.03
2020-07-04,3.48,18.99,24.23,14.37,9.86,76.15,99.69,6.5688,9.6
2020-07-05,4.4743,18.76,23.61,14.16,9.45,79.17,94.73,6.6626,5.28
2020-07-06,4.572,18.6,23.69,13.78,9.91,78.43,90.12,6.9168,6.24
2020-07-07,4.2218,18.01,22.41,13.89,8.52,80.33,88.78,6.948,2.58
2020-07-08,4.9315,18.72,24.42,12.95,11.47,75.93,75.18,6.9782,5.81
2020-07-09,5.1778,18.57,24.18,12.89,11.29,79.71,82.37,7.0901,12.73
2020-07-10,4.6231,18.11,21.52,15.65,5.87,83.7,98.0,6.9612,9.57
2020-07-11,4.1986,17.96,22.61,13.92,8.69,80.9,98.49,6.8976,6.76
2020-07-12,3.8544,18.44,23.07,13.6,9.47,78.44,94.12,6.7464,0.73
2020-07-13,5.2298,18.37,23.58,13.74,9.84,76.74,78.5,7.1038,5.1
2020-07-14,5.0777,17.65,23.77,12.51,11.26,75.65,81.03,7.1669,0.76
2020-07-15,4.5538,17.1,22.19,12.58,9.61,77.83,86.85,7.1098,8.02
2020-07-16,5.4912,17.48,23.24,11.15,12.09,79.0,67.22,7.1856,2.04
2020-07-17,5.4595,18.37,23.26,13.83,9.43,77.38,70.28,7.1172,0.48
2020-07-18,5.5709,18.11,23.12,12.42,10.7,77.4,64.77,7.1676,5.11
2020-07-19,4.5924,18.16,23.36,13.77,9.59,76.96,93.35,7.2737,0.37
2020-07-20,4.2396,17.6,23.1,12.34,10.76,78.99,92.16,6.9502,0.15
2020-07-21,4.7803,18.12,24.0,12.33,11.67,76.52,87.77,7.0272,1.68
2020-07-22,4.1069,18.25,23.18,13.86,9.32,79.7,97.05,6.899,8.01
2020-07-23,3.7246,19.18,24.49,14.21,10.28,75.53,98.48,6.7822,4.63
2020-07-24,3.2602,18.51,23.35,14.67,8.68,79.13,96.79,6.7015,25.93
2020-07-25,2.3136,17.95,23.15,13.7,9.45,81.48,92.56,6.8004,5.6
2020-07-26,5.4264,17.41,22.49,13.65,8.84,79.07,84.42,7.0766,0.85
2020-07-27,4.7758,17.83,23.62,12.37,11.25,75.76,86.31,7.1904,1.43
2020-07-28,4.5118,18.69,24.32,13.23,11.09,73.95,85.57,6.9888,1.58
2020-07-29,4.9104,18.94,24.53,13.53,11.0,77.7,67.45,7.1086,35.5
2020-07-30,4.8974,18.5,23.59,14.38,9.21,80.27,88.47,7.2084,7.36
2020-07-31,5.3359,18.4,24.19,13.41,10.78,77.07,78.79,7.158,0.23
2020-08-01,5.2802,17.83,24.18,12.6,11.58,73.19,77.63,7.2298,0.01
2020-08-02,5.9911,17.89,24.32,11.78,12.54,75.35,57.65,7.2864,0.0
2020-08-03,5.1089,18.06,23.43,13.43,10.0,76.9,80.77,7.2055,1.29
2020-08-04,4.6896,17.47,23.09,11.95,11.14,77.68,80.7,6.9182,1.39
2020-08-05,4.1045,17.87,23.14,13.17,9.97,78.33,91.14,6.8256,0.53
2020-08-06,4.3834,18.18,23.96,13.08,10.88,77.77,87.98,6.4841,0.14
2020-08-07,4.2938,18.3,24.03,13.36,10.67,77.51,86.07,6.954,1.33
2020-08-08,4.4803,18.66,24.87,13.33,11.54,78.0,67.17,7.2725,0.4
2020-08-09,4.4314,18.62,24.22,13.63,10.59,76.92,76.89,6.8227,0.04
2020-08-10,3.7505,19.39,25.02,13.16,11.86,74.29,95.28,6.0602,0.06
2020-08-11,4.8403,20.06,25.81,14.69,11.12,75.01,75.89,6.5945,1.9
2020-08-12,4.7491,20.26,26.09,15.07,11.02,77.4,92.82,6.8028,6.93
2020-08-13,4.0248,19.56,24.13,15.44,8.69,78.96,92.9,6.6547,4.74
2020-08-14,4.6382,19.79,25.79,14.43,11.36,75.07,96.25,6.9415,2.79
2020-08-15,3.9463,19.58,24.88,15.15,9.73,75.65,94.71,7.1148,2.06
2020-08-16,4.3968,19.68,25.49,14.37,11.12,72.24,91.28,7.3298,0.53
2020-08-17,2.2752,19.25,23.73,15.67,8.06,78.23,99.26,7.2761,3.88
2020-08-18,4.6781,18.97,23.14,15.29,7.85,85.41,89.08,7.145,9.18
2020-08-19,4.0313,18.92,23.07,15.84,7.23,85.53,89.71,7.2089,4.7
2020-08-20,4.2881,19.87,25.26,14.57,10.69,77.84,87.89,7.3805,2.35
2020-08-21,4.6193,18.75,23.66,13.74,9.92,78.01,90.37,7.4035,6.0
2020-08-22,4.939,18.07,22.24,14.95,7.29,79.49,89.69,7.3387,14.25
2020-08-23,4.5593,18.06,23.59,12.64,10.95,80.06,86.12,7.3399,9.93
2020-08-24,6.2268,19.3,24.81,14.18,10.63,78.09,68.96,7.3752,14.03
2020-08-25,5.1,18.92,23.55,15.17,8.38,79.71,85.44,7.2593,4.31
2020-08-26,4.3186,19.24,24.97,14.92,10.05,78.3,82.38,7.1508,0.72
2020-08-27,4.2163,18.59,23.73,13.29,10.44,77.24,82.87,7.201,2.19
2020-08-28,5.8416,19.1,25.18,13.06,12.12,74.55,70.66,7.3992,0.03
2020-08-29,5.4254,18.76,24.71,13.84,10.87,75.0,78.53,7.4138,5.62
2020-08-30,3.7322,17.34,21.21,15.05,6.16,87.24,94.37,7.2972,11.91
2020-08-31,5.6551,18.03,22.17,14.84,7.33,81.32,66.71,7.3632,8.1
2020-09-01,5.3657,18.88,24.28,13.7,10.58,72.9,80.93,7.4282,1.15
2020-09-02,4.4155,17.97,21.97,14.66,7.31,82.97,91.57,7.3771,14.14
2020-09-03,5.5824,18.73,23.4,14.92,8.48,79.82,78.78,7.4933,6.03
2020-09-04,4.865,18.6,24.29,12.86,11.43,77.07,84.55,7.4083,5.16
2020-09-05,6.6283,19.1,25.16,13.34,11.82,76.43,56.84,7.663,8.22
2020-09-06,5.5956,19.14,24.37,13.33,11.04,76.56,80.18,7.4964,5.86
2020-09-07,5.2241,19.45,24.99,15.67,9.32,77.59,75.17,7.4076,2.78
2020-09-08,4.4338,18.04,22.3,14.68,7.62,83.49,87.85,7.4455,1.86
2020-09-09,5.4468,18.7,24.19,13.21,10.98,76.76,70.6,7.4246,4.64
2020-09-10,5.8097,19.27,24.95,13.77,11.18,74.56,74.75,7.4513,0.25
2020-09-11,5.562,19.4,24.8,15.41,9.39,77.38,78.96,7.2912,0.14
2020-09-12,4.9044,18.75,24.22,13.73,10.49,80.34,79.01,7.3325,1.4
2020-09-13,5.197,19.66,25.41,14.65,10.76,72.4,73.4,7.3495,0.25
2020-09-14,5.7209,19.41,26.26,14.49,11.77,70.07,57.68,7.3886,0.01
2020-09-15,4.3776,18.75,24.54,13.5,11.04,72.8,74.47,7.6075,1.02
2020-09-16,4.8492,19.28,25.53,13.73,11.8,74.29,90.16,7.5322,5.83
2020-09-17,4.9517,19.18,24.11,15.21,8.9,81.29,76.0,7.5221,4.91
2020-09-18,5.2618,19.47,24.83,15.87,8.96,82.9,80.18,7.5118,3.64
2020-09-19,4.7602,18.97,23.07,15.57,7.5,84.81,91.35,7.5322,29.28
2020-09-20,5.2757,19.48,24.34,15.51,8.83,76.89,89.75,7.4263,1.13
2020-09-21,5.3743,19.17,25.61,13.83,11.78,72.19,92.38,7.4998,0.31
2020-09-22,6.2419,19.58,26.73,13.0,13.73,68.22,87.06,7.5278,2.0
2020-09-23,4.6039,18.86,23.7,14.24,9.46,73.63,96.31,7.3375,3.99
2020-09-24,4.2799,18.42,24.78,13.53,11.25,73.0,89.61,7.5314,0.39
2020-09-25,5.5994,18.45,25.37,11.65,13.72,69.89,83.61,7.584,0.13
2020-09-26,3.8028,18.8,24.36,13.99,10.37,74.54,88.7,7.3718,0.17
2020-09-27,5.4336,18.38,24.25,13.85,10.4,76.82,85.67,7.5302,1.97
2020-09-28,5.3719,19.14,25.82,12.49,13.33,73.03,69.55,7.4746,1.24
2020-09-29,5.2985,18.93,24.43,14.43,10.0,75.93,88.91,7.3699,10.96
2020-09-30,4.4033,18.4,24.06,13.74,10.32,72.72,90.1,7.3958,0.41
2020-10-01,5.448,18.66,24.71,13.69,11.02,71.53,78.44,7.4695,0.03
2020-10-02,5.7955,19.01,24.72,12.69,12.03,70.03,79.39,7.5077,0.0
2020-10-03,4.1525,19.2,23.67,14.48,9.19,75.32,86.48,7.2662,3.38
2020-10-04,4.2638,18.61,25.03,13.92,11.11,75.32,90.13,7.463,0.5
2020-10-05,5.2666,18.26,24.84,12.01,12.83,70.63,85.28,7.4561,0.18
2020-10-06,5.0515,19.27,25.44,13.23,12.21,71.22,89.31,7.4482,0.02
2020-10-07,4.1866,18.94,25.01,14.36,10.65,71.81,81.39,7.5391,1.47
2020-10-08,4.4342,18.17,25.07,12.08,12.99,72.64,96.48,7.2898,0.32
2020-10-09,5.2622,19.0,25.94,12.65,13.29,67.36,71.95,7.283,0.0
2020-10-10,4.7525,18.88,26.32,12.03,14.29,68.56,76.51,7.5454,0.0
2020-10-11,6.0456,19.14,26.16,13.23,12.93,72.63,79.48,7.4995,5.35
2020-10-12,5.5082,19.13,24.92,14.47,10.45,72.31,85.81,7.3819,2.8
2020-10-13,4.5535,17.91,23.66,12.77,10.89,68.44,88.18,7.2859,0.09
2020-10-14,4.4846,19.24,25.19,13.37,11.82,68.13,74.9,7.237,0.03
2020-10-15,5.2788,19.85,25.9,14.87,11.03,68.65,78.33,7.3411,0.07
2020-10-16,4.9195,18.84,24.88,13.99,10.89,68.43,80.79,7.3483,0.01
2020-10-17,4.6776,18.89,26.17,12.35,13.82,69.84,84.89,7.2178,11.81
2020-10-18,5.2558,19.07,25.91,13.04,12.87,72.65,86.28,7.1779,3.21
2020-10-19,4.4794,19.0,24.39,15.78,8.61,71.35,91.68,7.2494,0.01
2020-10-20,5.088,19.63,25.17,15.21,9.96,67.77,77.32,7.2209,0.0
2020-10-21,4.7429,19.79,25.38,15.38,10.0,73.35,86.14,7.1599,1.88
2020-10-22,4.6433,20.04,25.88,14.87,11.01,69.28,88.63,7.0903,0.18
2020-10-23,5.8553,20.1,26.32,14.71,11.61,66.68,88.61,7.3603,0.0
2020-10-24,3.6134,19.57,25.38,15.04,10.34,71.95,96.42,7.1568,0.59
2020-10-25,5.4773,20.27,26.6,14.65,11.95,73.19,74.68,7.1254,0.61
2020-10-26,5.2054,20.6,26.25,15.75,10.5,72.36,78.39,7.2482,0.0
2020-10-27,5.0035,19.5,24.4,16.33,8.07,77.7,95.74,7.1746,2.18
2020-10-28,3.4164,18.91,24.7,15.31,9.39,83.96,99.13,7.1213,24.07
2020-10-29,5.2956,19.52,25.26,15.17,10.09,76.33,80.16,7.2619,1.52
2020-10-30,4.6754,19.07,23.98,15.11,8.87,79.82,90.05,7.1875,0.36
2020-10-31,3.6461,18.23,21.45,15.3,6.15,83.8,96.25,7.1114,0.06
2020-11-01,4.3414,18.59,22.72,15.83,6.89,79.82,98.46,7.2067,0.05
2020-11-02,5.7802,19.08,23.43,15.67,7.76,79.1,66.54,7.1863,0.0
2020-11-03,4.969,19.1,23.98,15.3,8.68,80.36,73.95,7.2019,0.0
2020-11-04,4.8283,18.7,22.75,16.12,6.63,84.37,84.92,7.1465,0.0
2020-11-05,4.8614,19.19,24.0,15.43,8.57,78.72,81.08,6.9142,0.0
