Fecha,ALLSKY_SFC_SW_DWN,T2M,RH2M
2024-10-01,5.8918,19.24,73.32
2024-10-02,4.9277,19.27,78.74
2024-10-03,5.9938,20.31,75.81
2024-10-04,4.5053,19.48,81.68
2024-10-05,6.0228,19.35,79.79
2024-10-06,5.7221,18.37,82.2
2024-10-07,5.5901,18.09,84.38
2024-10-08,3.917,18.47,86.95
2024-10-09,4.9951,18.41,89.04
2024-10-10,3.6862,19.28,76.62
2024-10-11,6.5328,19.63,72.26
2024-10-12,5.1542,19.21,74.06
2024-10-13,5.9522,18.71,71.1
2024-10-14,5.1902,18.67,71.14
2024-10-15,4.949,19.01,74.16
2024-10-16,6.0749,19.81,74.72
2024-10-17,6.4234,20.48,71.25
2024-10-18,6.1078,20.4,72.33
2024-10-19,4.495,19.84,80.56
2024-10-20,5.9148,18.9,86.1
2024-10-21,5.5579,19.5,85.34
2024-10-22,5.0078,19.19,87.25
2024-10-23,5.0998,19.82,79.01
2024-10-24,4.847,19.94,76.58
2024-10-25,6.4291,20.43,73.3
2024-10-26,4.8802,21.05,77.26
2024-10-27,3.7886,20.54,76.94
2024-10-28,3.5998,19.67,73.61
2024-10-29,5.1922,19.2,74.59
2024-10-30,5.2644,19.4,76.85
2024-10-31,4.6992,19.24,79.82
2024-11-01,4.9553,18.39,87.74
2024-11-02,4.7556,18.64,84.92
2024-11-03,4.9867,18.54,86.34
2024-11-04,3.6732,18.58,82.65
2024-11-05,4.6939,19.4,83.21
2024-11-06,5.0594,18.8,87.13
2024-11-07,4.5367,19.13,85.14
2024-11-08,2.5961,17.76,89.78
2024-11-09,4.6675,18.59,87.74
2024-11-10,3.5059,18.21,88.43
2024-11-11,3.972,18.66,85.62
2024-11-12,3.9192,18.02,89.51
2024-11-13,4.8686,17.36,87.63
2024-11-14,3.7262,16.98,89.15
2024-11-15,4.1311,18.53,85.6
2024-11-16,3.5784,18.25,87.69
2024-11-17,4.3721,18.33,88.68
2024-11-18,4.937,18.43,84.02
2024-11-19,4.5065,18.65,84.98
2024-11-20,3.8681,18.33,87.51
2024-11-21,3.9302,18.53,84.77
2024-11-22,3.4387,17.81,92.86
2024-11-23,3.5532,18.05,84.91
2024-11-24,4.5343,19.22,74.64
2024-11-25,5.0762,19.16,75.07
2024-11-26,4.6241,19.67,79.38
2024-11-27,4.9385,19.28,81.32
2024-11-28,4.3538,19.53,79.07
2024-11-29,3.4925,19.34,78.24
2024-11-30,4.7654,19.44,77.63
2024-12-01,4.2497,20.14,78.82
2024-12-02,4.531,19.72,82.4
2024-12-03,4.7546,19.76,80.43
2024-12-04,4.7398,19.91,82.83
2024-12-05,4.7832,19.87,80.57
2024-12-06,4.8185,18.86,84.46
2024-12-07,4.7926,18.58,84.04
2024-12-08,5.0496,19.25,77.49
2024-12-09,4.799,19.82,74.54
2024-12-10,4.4724,19.27,75.05
2024-12-11,5.6359,19.65,76.16
2024-12-12,4.6442,18.1,91.95
2024-12-13,4.5103,18.62,86.43
2024-12-14,4.9279,18.41,87.32
2024-12-15,4.0807,18.42,88.36
2024-12-16,3.7678,19.34,79.87
2024-12-17,3.9538,19.79,76.78
2024-12-18,4.5521,19.98,77.5
2024-12-19,4.9474,20.05,80.14
2024-12-20,4.3294,20.13,78.56
2024-12-21,3.6408,19.69,78.26
2024-12-22,4.2826,18.88,83.0
2024-12-23,3.0079,19.36,79.67
2024-12-24,4.224,18.74,79.65
2024-12-25,4.2022,19.49,82.46
2024-12-26,4.4052,18.95,82.1
2024-12-27,4.1016,18.47,90.04
2024-12-28,3.4786,18.65,87.99
2024-12-29,4.073,17.9,88.28
2024-12-30,3.3199,18.28,88.2
2024-12-31,5.1403,18.6,80.39
