Fecha,ALLSKY_SFC_SW_DWN,T2M,RH2M
2020-01-01,4.8713,18.87,85.65
2020-01-02,6.0058,19.03,84.94
2020-01-03,6.185,19.09,77.95
2020-01-04,6.3425,18.6,79.6
2020-01-05,6.2306,18.42,86.14
2020-01-06,6.0706,18.8,85.41
2020-01-07,6.3948,18.91,77.86
2020-01-08,6.2196,17.81,72.74
2020-01-09,6.5638,18.09,74.42
2020-01-10,6.7574,16.7,72.36
2020-01-11,5.6088,17.68,74.01
2020-01-12,5.2541,18.63,76.33
2020-01-13,6.379,19.32,75.33
2020-01-14,5.179,19.32,75.45
2020-01-15,5.4929,19.32,76.57
2020-01-16,4.2398,19.57,74.93
2020-01-17,4.0466,19.9,75.06
2020-01-18,4.9099,20.24,73.72
2020-01-19,4.7266,20.84,75.52
2020-01-20,3.8227,19.4,83.65
2020-01-21,3.3444,18.68,86.75
2020-01-22,3.3216,17.85,86.16
2020-01-23,5.0083,18.35,83.55
2020-01-24,4.0418,18.07,84.76
2020-01-25,4.813,18.65,85.63
2020-01-26,4.5958,19.47,81.07
2020-01-27,5.1557,18.67,88.55
2020-01-28,5.287,18.51,84.51
2020-01-29,5.8416,18.78,82.71
2020-01-30,5.297,19.49,75.61
2020-01-31,4.9373,19.23,73.25
2020-02-01,4.319,20.38,77.07
2020-02-02,5.0016,20.2,76.48
2020-02-03,5.9592,19.12,73.95
2020-02-04,6.439,17.96,67.71
2020-02-05,7.1525,17.87,62.57
2020-02-06,7.1014,17.66,66.47
2020-02-07,6.2976,18.63,65.5
2020-02-08,5.1761,18.63,80.12
2020-02-09,5.9143,18.86,82.33
2020-02-10,6.8926,18.65,71.53
2020-02-11,7.1244,17.91,69.91
2020-02-12,6.8443,18.94,72.96
2020-02-13,6.1356,20.16,74.58
2020-02-14,4.6222,20.0,78.78
2020-02-15,4.8281,19.48,73.27
2020-02-16,5.8423,19.11,71.58
2020-02-17,5.8764,19.26,72.19
2020-02-18,6.4418,20.57,72.22
2020-02-19,4.4652,21.17,76.35
2020-02-20,4.5084,20.8,74.91
2020-02-21,4.9543,19.55,82.79
2020-02-22,3.5429,19.49,86.02
2020-02-23,3.3998,19.78,84.35
2020-02-24,3.1714,18.99,89.67
2020-02-25,4.7695,19.27,87.87
2020-02-26,4.0334,18.14,89.78
2020-02-27,5.4598,18.59,85.6
2020-02-28,4.921,19.57,81.7
2020-02-29,4.685,20.0,78.11
2020-03-01,4.5922,20.3,79.6
2020-03-02,5.2428,20.09,80.36
2020-03-03,5.267,20.72,79.1
2020-03-04,6.1414,20.28,75.95
2020-03-05,6.5227,18.8,68.05
2020-03-06,5.9395,19.13,66.83
2020-03-07,4.2902,19.99,75.75
2020-03-08,3.8472,19.83,84.17
2020-03-09,3.4349,19.66,82.42
2020-03-10,4.8343,20.06,78.56
2020-03-11,5.2339,19.9,80.13
2020-03-12,3.8057,20.04,81.05
2020-03-13,4.4897,19.44,85.1
2020-03-14,3.6355,18.09,89.5
2020-03-15,3.5088,19.02,86.36
2020-03-16,4.5941,19.04,83.61
2020-03-17,5.5668,19.01,82.07
2020-03-18,4.9584,19.28,81.19
2020-03-19,4.7261,19.53,77.0
2020-03-20,3.323,18.18,84.22
2020-03-21,5.647,16.98,86.75
2020-03-22,6.3055,18.41,73.9
2020-03-23,4.2864,18.8,77.69
2020-03-24,3.2623,18.82,84.67
2020-03-25,4.8713,19.41,82.48
2020-03-26,4.3802,19.0,84.98
2020-03-27,4.9639,19.17,81.4
2020-03-28,4.8662,19.86,78.31
2020-03-29,4.4844,19.83,76.25
2020-03-30,2.9227,20.23,78.76
2020-03-31,3.845,19.93,80.71
2020-04-01,2.8882,19.55,84.81
2020-04-02,4.4489,20.05,80.87
2020-04-03,5.4679,20.15,77.34
2020-04-04,4.5607,20.78,78.15
2020-04-05,4.1009,21.19,78.32
2020-04-06,4.1647,20.28,79.01
2020-04-07,4.4712,20.68,73.7
2020-04-08,5.1413,20.38,76.21
2020-04-09,4.6397,19.45,83.72
2020-04-10,4.8108,20.39,78.21
2020-04-11,3.7738,20.68,78.55
2020-04-12,3.3799,20.74,76.01
2020-04-13,6.2021,20.16,73.87
2020-04-14,5.3904,19.28,83.26
2020-04-15,5.0196,18.32,85.16
2020-04-16,4.4628,18.18,81.31
2020-04-17,3.2609,19.15,80.77
2020-04-18,4.3649,18.6,83.28
2020-04-19,4.9462,18.82,82.9
2020-04-20,5.8138,19.34,79.96
2020-04-21,4.2785,19.01,82.14
2020-04-22,4.4071,18.77,86.34
2020-04-23,4.2785,19.28,81.25
2020-04-24,5.0424,18.83,83.3
2020-04-25,4.9997,18.84,87.42
2020-04-26,5.8918,19.72,74.68
2020-04-27,5.1269,19.93,70.72
2020-04-28,4.5602,19.87,76.08
2020-04-29,4.3927,19.96,79.72
2020-04-30,4.2065,20.07,82.44
2020-05-01,3.6946,19.79,83.94
2020-05-02,4.0433,20.4,77.78
2020-05-03,3.8878,19.72,79.7
2020-05-04,4.2703,19.78,77.53
2020-05-05,4.5785,19.5,76.15
2020-05-06,4.4436,19.09,77.42
2020-05-07,3.7783,19.66,78.61
2020-05-08,3.2218,19.62,78.9
2020-05-09,5.0801,20.04,76.67
2020-05-10,5.093,20.55,78.89
2020-05-11,5.2164,20.21,80.64
2020-05-12,3.774,20.69,78.68
2020-05-13,2.6993,19.19,84.61
2020-05-14,5.2099,19.58,80.49
2020-05-15,4.9769,19.91,77.84
2020-05-16,5.561,20.12,75.27
2020-05-17,4.7326,19.83,76.79
2020-05-18,4.9848,19.88,78.93
2020-05-19,3.1637,19.27,81.08
2020-05-20,5.0551,20.1,76.03
2020-05-21,4.7148,20.28,74.84
2020-05-22,4.211,19.99,76.3
2020-05-23,5.143,20.04,76.59
2020-05-24,4.3694,19.22,76.83
2020-05-25,4.9541,19.34,75.58
2020-05-26,4.2722,19.88,76.53
2020-05-27,4.1239,18.67,81.05
2020-05-28,3.8254,18.91,77.93
2020-05-29,4.3678,19.03,81.79
2020-05-30,3.3842,18.37,84.96
2020-05-31,4.2598,18.48,83.12
2020-06-01,4.7179,18.56,83.22
2020-06-02,4.7966,19.16,80.08
2020-06-03,2.2781,18.63,82.02
2020-06-04,5.6815,19.49,77.26
2020-06-05,4.229,18.86,78.53
2020-06-06,4.3046,18.49,77.47
2020-06-07,5.0803,17.91,77.74
2020-06-08,4.0822,17.4,80.21
2020-06-09,5.8034,18.0,76.0
2020-06-10,4.7167,18.28,80.81
2020-06-11,4.5139,18.0,88.55
2020-06-12,4.0776,18.18,88.5
2020-06-13,4.6399,19.3,79.2
2020-06-14,3.8801,18.0,79.95
2020-06-15,5.0885,17.33,79.46
2020-06-16,4.8854,18.29,79.06
2020-06-17,3.4663,18.96,79.73
2020-06-18,4.3368,18.98,79.84
2020-06-19,5.3686,19.25,77.28
2020-06-20,3.9518,18.95,76.38
2020-06-21,5.5085,18.51,78.57
2020-06-22,4.3178,18.23,76.9
2020-06-23,4.6152,18.32,76.88
2020-06-24,5.2589,18.48,73.6
2020-06-25,4.3896,19.17,75.95
2020-06-26,4.0726,19.05,78.9
2020-06-27,4.5816,18.59,77.16
2020-06-28,3.1716,18.28,79.49
2020-06-29,5.1276,18.31,80.0
2020-06-30,5.5248,18.8,75.91
2020-07-01,4.0267,18.58,79.01
2020-07-02,4.4069,18.83,77.83
2020-07-03,4.2053,18.86,76.81
2020-07-04,3.48,18.99,76.15
2020-07-05,4.4743,18.76,79.17
2020-07-06,4.572,18.6,78.43
2020-07-07,4.2218,18.01,80.33
2020-07-08,4.9315,18.72,75.93
2020-07-09,5.1778,18.57,79.71
2020-07-10,4.6231,18.11,83.7
2020-07-11,4.1986,17.96,80.9
2020-07-12,3.8544,18.44,78.44
2020-07-13,5.2298,18.37,76.74
2020-07-14,5.0777,17.65,75.65
2020-07-15,4.5538,17.1,77.83
2020-07-16,5.4912,17.48,79.0
2020-07-17,5.4595,18.37,77.38
2020-07-18,5.5709,18.11,77.4
2020-07-19,4.5924,18.16,76.96
2020-07-20,4.2396,17.6,78.99
2020-07-21,4.7803,18.12,76.52
2020-07-22,4.1069,18.25,79.7
2020-07-23,3.7246,19.18,75.53
2020-07-24,3.2602,18.51,79.13
2020-07-25,2.3136,17.95,81.48
2020-07-26,5.4264,17.41,79.07
2020-07-27,4.7758,17.83,75.76
2020-07-28,4.5118,18.69,73.95
2020-07-29,4.9104,18.94,77.7
2020-07-30,4.8974,18.5,80.27
2020-07-31,5.3359,18.4,77.07
2020-08-01,5.2802,17.83,73.19
2020-08-02,5.9911,17.89,75.35
2020-08-03,5.1089,18.06,76.9
2020-08-04,4.6896,17.47,77.68
2020-08-05,4.1045,17.87,78.33
2020-08-06,4.3834,18.18,77.77
2020-08-07,4.2938,18.3,77.51
2020-08-08,4.4803,18.66,78.0
2020-08-09,4.4314,18.62,76.92
2020-08-10,3.7505,19.39,74.29
2020-08-11,4.8403,20.06,75.01
2020-08-12,4.7491,20.26,77.4
2020-08-13,4.0248,19.56,78.96
2020-08-14,4.6382,19.79,75.07
2020-08-15,3.9463,19.58,75.65
2020-08-16,4.3968,19.68,72.24
2020-08-17,2.2752,19.25,78.23
2020-08-18,4.6781,18.97,85.41
2020-08-19,4.0313,18.92,85.53
2020-08-20,4.2881,19.87,77.84
2020-08-21,4.6193,18.75,78.01
2020-08-22,4.939,18.07,79.49
2020-08-23,4.5593,18.06,80.06
2020-08-24,6.2268,19.3,78.09
2020-08-25,5.1,18.92,79.71
2020-08-26,4.3186,19.24,78.3
2020-08-27,4.2163,18.59,77.24
2020-08-28,5.8416,19.1,74.55
2020-08-29,5.4254,18.76,75.0
2020-08-30,3.7322,17.34,87.24
2020-08-31,5.6551,18.03,81.32
2020-09-01,5.3657,18.88,72.9
2020-09-02,4.4155,17.97,82.97
2020-09-03,5.5824,18.73,79.82
2020-09-04,4.865,18.6,77.07
2020-09-05,6.6283,19.1,76.43
2020-09-06,5.5956,19.14,76.56
2020-09-07,5.2241,19.45,77.59
2020-09-08,4.4338,18.04,83.49
2020-09-09,5.4468,18.7,76.76
2020-09-10,5.8097,19.27,74.56
2020-09-11,5.562,19.4,77.38
2020-09-12,4.9044,18.75,80.34
2020-09-13,5.197,19.66,72.4
2020-09-14,5.7209,19.41,70.07
2020-09-15,4.3776,18.75,72.8
2020-09-16,4.8492,19.28,74.29
2020-09-17,4.9517,19.18,81.29
2020-09-18,5.2618,19.47,82.9
2020-09-19,4.7602,18.97,84.81
2020-09-20,5.2757,19.48,76.89
2020-09-21,5.3743,19.17,72.19
2020-09-22,6.2419,19.58,68.22
2020-09-23,4.6039,18.86,73.63
2020-09-24,4.2799,18.42,73.0
2020-09-25,5.5994,18.45,69.89
2020-09-26,3.8028,18.8,74.54
2020-09-27,5.4336,18.38,76.82
2020-09-28,5.3719,19.14,73.03
2020-09-29,5.2985,18.93,75.93
2020-09-30,4.4033,18.4,72.72
2020-10-01,5.448,18.66,71.53
2020-10-02,5.7955,19.01,70.03
2020-10-03,4.1525,19.2,75.32
2020-10-04,4.2638,18.61,75.32
2020-10-05,5.2666,18.26,70.63
2020-10-06,5.0515,19.27,71.22
2020-10-07,4.1866,18.94,71.81
2020-10-08,4.4342,18.17,72.64
2020-10-09,5.2622,19.0,67.36
2020-10-10,4.7525,18.88,68.56
2020-10-11,6.0456,19.14,72.63
2020-10-12,5.5082,19.13,72.31
2020-10-13,4.5535,17.91,68.44
2020-10-14,4.4846,19.24,68.13
2020-10-15,5.2788,19.85,68.65
2020-10-16,4.9195,18.84,68.43
2020-10-17,4.6776,18.89,69.84
2020-10-18,5.2558,19.07,72.65
2020-10-19,4.4794,19.0,71.35
2020-10-20,5.088,19.63,67.77
2020-10-21,4.7429,19.79,73.35
2020-10-22,4.6433,20.04,69.28
2020-10-23,5.8553,20.1,66.68
2020-10-24,3.6134,19.57,71.95
2020-10-25,5.4773,20.27,73.19
2020-10-26,5.2054,20.6,72.36
2020-10-27,5.0035,19.5,77.7
2020-10-28,3.4164,18.91,83.96
2020-10-29,5.2956,19.52,76.33
2020-10-30,4.6754,19.07,79.82
2020-10-31,3.6461,18.23,83.8
2020-11-01,4.3414,18.59,79.82
2020-11-02,5.7802,19.08,79.1
2020-11-03,4.969,19.1,80.36
2020-11-04,4.8283,18.7,84.37
2020-11-05,4.8614,19.19,78.72
2020-11-06,4.0262,18.62,82.06
2020-11-07,3.605,18.51,81.4
2020-11-08,4.6884,18.77,76.03
2020-11-09,4.5773,18.56,80.92
2020-11-10,4.2166,17.9,84.9
2020-11-11,4.3046,17.84,89.07
2020-11-12,3.6689,18.88,83.75
2020-11-13,4.2365,17.93,82.66
2020-11-14,4.8557,17.9,82.72
2020-11-15,4.4868,17.8,86.17
2020-11-16,3.5244,17.51,85.54
2020-11-17,3.2863,17.98,86.36
2020-11-18,4.3087,17.96,83.45
2020-11-19,4.3022,18.2,84.05
2020-11-20,4.7057,18.87,83.86
2020-11-21,5.1374,18.73,83.03
2020-11-22,5.207,19.5,75.4
2020-11-23,4.6843,19.16,79.52
2020-11-24,5.0026,18.74,75.74
2020-11-25,4.3445,19.31,80.09
2020-11-26,3.9228,19.09,80.86
2020-11-27,4.1645,18.23,84.03
2020-11-28,4.3159,19.03,80.72
2020-11-29,5.3494,18.86,77.12
2020-11-30,4.9997,19.8,74.06
2020-12-01,4.5667,19.18,78.96
2020-12-02,4.3346,19.42,77.86
2020-12-03,4.3865,19.17,82.18
2020-12-04,5.5949,20.06,68.95
2020-12-05,4.193,20.09,73.19
2020-12-06,5.1893,19.33,79.26
2020-12-07,4.8814,20.14,72.07
2020-12-08,4.5478,20.01,72.26
2020-12-09,3.8981,19.79,73.36
2020-12-10,5.2728,19.67,72.69
2020-12-11,5.4499,20.16,69.15
2020-12-12,5.3388,19.94,65.33
2020-12-13,5.6808,18.92,60.15
2020-12-14,5.309,19.83,63.6
2020-12-15,4.7808,19.62,71.56
2020-12-16,5.2265,19.5,73.69
2020-12-17,4.417,19.72,75.91
2020-12-18,4.8742,19.86,75.78
2020-12-19,4.5523,19.69,71.1
2020-12-20,4.9457,19.47,67.23
2020-12-21,5.4406,20.37,64.61
2020-12-22,4.8602,19.68,70.46
2020-12-23,5.1667,19.46,76.62
2020-12-24,4.5504,20.21,72.06
2020-12-25,4.643,18.73,80.26
2020-12-26,4.638,17.5,86.24
2020-12-27,3.9749,17.03,86.76
2020-12-28,5.6062,17.63,84.08
2020-12-29,5.1826,18.62,77.99
2020-12-30,5.0052,18.07,86.25
2020-12-31,4.0558,18.03,88.95
2021-01-01,4.0834,19.17,79.44
2021-01-02,4.2845,19.64,77.8
2021-01-03,4.3034,18.16,84.79
2021-01-04,5.993,18.37,81.29
2021-01-05,5.6376,17.87,78.17
2021-01-06,5.2834,17.92,77.14
2021-01-07,4.8053,18.81,75.35
2021-01-08,3.8887,17.88,80.5
2021-01-09,3.9948,17.77,77.95
2021-01-10,4.0838,18.11,77.51
2021-01-11,3.8054,18.59,76.74
2021-01-12,5.8428,18.97,69.89
2021-01-13,5.6249,18.12,67.64
2021-01-14,5.9395,19.5,66.3
2021-01-15,5.7809,19.86,70.24
2021-01-16,6.0936,19.42,72.81
2021-01-17,5.5003,18.93,72.37
2021-01-18,5.8697,18.3,68.81
2021-01-19,5.7881,18.66,63.4
2021-01-20,5.6076,18.74,62.49
2021-01-21,4.8017,18.89,67.17
2021-01-22,4.4208,19.13,76.23
2021-01-23,3.7579,19.2,79.84
2021-01-24,3.9744,19.55,74.68
2021-01-25,3.9818,19.46,71.99
2021-01-26,4.6922,19.24,72.86
2021-01-27,5.5558,19.76,73.74
2021-01-28,5.3227,19.52,72.23
2021-01-29,6.2813,18.46,71.4
2021-01-30,6.5362,18.11,66.3
2021-01-31,6.5357,19.87,67.9
2021-02-01,4.3445,20.34,72.59
2021-02-02,4.6562,19.84,71.95
2021-02-03,5.3964,20.24,64.62
2021-02-04,5.2277,20.64,68.06
2021-02-05,4.4004,20.9,72.76
2021-02-06,4.8127,18.45,80.98
2021-02-07,5.5586,20.62,73.3
2021-02-08,4.9349,19.94,74.29
2021-02-09,4.1333,19.86,75.55
2021-02-10,5.1943,19.0,79.87
2021-02-11,5.9006,19.06,76.81
2021-02-12,4.1174,19.88,72.39
2021-02-13,3.9854,20.02,70.06
2021-02-14,4.6219,19.51,78.2
2021-02-15,4.015,19.48,75.01
2021-02-16,5.6141,18.53,72.18
2021-02-17,5.3599,19.12,74.48
2021-02-18,4.217,18.47,80.05
2021-02-19,3.8782,17.8,79.63
2021-02-20,4.3418,18.51,76.42
2021-02-21,4.2953,18.55,76.65
2021-02-22,3.0058,19.33,76.1
2021-02-23,4.2468,20.0,70.59
2021-02-24,3.672,20.46,72.45
2021-02-25,3.8023,20.49,74.46
2021-02-26,5.4655,20.83,71.99
2021-02-27,4.5043,19.7,76.92
2021-02-28,4.4486,19.81,76.15
2021-03-01,4.0334,18.15,85.54
2021-03-02,3.4423,18.31,80.46
2021-03-03,3.319,18.0,76.06
2021-03-04,3.0089,17.53,78.58
2021-03-05,3.1649,18.66,78.89
2021-03-06,4.5998,19.91,72.78
2021-03-07,3.4099,19.51,77.1
2021-03-08,3.415,19.41,73.87
2021-03-09,5.9102,19.74,73.79
2021-03-10,3.5544,17.85,87.62
2021-03-11,3.2138,17.38,85.27
2021-03-12,3.2921,17.71,83.26
2021-03-13,4.0318,18.39,78.71
2021-03-14,4.6577,17.82,83.64
2021-03-15,3.8962,17.78,83.06
2021-03-16,4.7983,18.26,81.57
2021-03-17,4.1153,18.72,80.95
2021-03-18,3.3665,18.96,79.23
2021-03-19,5.599,19.16,77.63
2021-03-20,5.4571,18.21,83.62
2021-03-21,4.2996,19.21,75.5
2021-03-22,3.0502,18.88,79.23
2021-03-23,4.4767,18.3,79.93
2021-03-24,3.4397,17.99,84.61
2021-03-25,5.0657,18.96,79.54
2021-03-26,4.0423,19.24,77.76
2021-03-27,3.6766,18.02,83.93
2021-03-28,5.131,19.79,74.56
2021-03-29,4.6788,20.03,73.13
2021-03-30,4.6342,19.86,75.61
2021-03-31,5.3962,19.8,78.73
2021-04-01,4.9087,20.21,77.3
2021-04-02,4.0913,19.58,77.25
2021-04-03,3.9377,19.15,79.61
2021-04-04,4.0056,19.79,76.95
2021-04-05,5.1302,19.67,76.73
2021-04-06,3.629,18.32,80.49
2021-04-07,4.0982,18.35,76.91
2021-04-08,4.8442,19.21,74.94
2021-04-09,3.1903,18.82,79.92
2021-04-10,5.1787,19.4,78.35
2021-04-11,5.5906,19.43,75.8
2021-04-12,2.1326,19.17,79.38
2021-04-13,5.8843,19.06,77.98
2021-04-14,4.5386,19.27,80.12
2021-04-15,4.4268,19.07,79.09
2021-04-16,5.5788,19.39,78.72
2021-04-17,4.7407,19.53,79.83
2021-04-18,4.3901,19.09,83.37
2021-04-19,5.5162,19.22,76.05
2021-04-20,6.5978,19.38,75.1
2021-04-21,5.3004,19.55,75.71
2021-04-22,6.2808,20.33,73.75
2021-04-23,4.6906,19.52,78.66
2021-04-24,5.3354,20.04,80.31
2021-04-25,4.6908,19.49,80.87
2021-04-26,4.1354,20.28,76.23
2021-04-27,2.982,18.77,85.21
2021-04-28,5.4581,17.97,87.78
2021-04-29,4.4916,17.96,88.49
2021-04-30,2.5056,16.99,88.59
2021-05-01,5.6467,17.85,82.67
2021-05-02,4.7446,17.1,87.48
2021-05-03,4.8386,17.98,82.14
2021-05-04,5.3542,18.37,83.69
2021-05-05,4.3978,18.17,83.61
2021-05-06,4.6109,18.32,81.69
2021-05-07,5.37,18.12,82.44
2021-05-08,4.4808,18.17,82.54
2021-05-09,5.0395,19.01,79.62
2021-05-10,3.8542,19.21,76.98
2021-05-11,5.1924,18.81,74.72
2021-05-12,5.3947,19.38,71.86
2021-05-13,4.8487,19.7,74.06
2021-05-14,4.7897,19.68,75.3
2021-05-15,4.6195,20.22,78.64
2021-05-16,5.0563,19.97,78.65
2021-05-17,3.9782,18.69,82.94
2021-05-18,5.1444,18.39,80.05
2021-05-19,6.3811,19.6,72.86
2021-05-20,5.729,20.52,72.2
2021-05-21,5.6227,20.73,72.17
2021-05-22,4.291,20.56,73.01
2021-05-23,4.1623,20.35,73.27
2021-05-24,4.2718,20.05,74.8
2021-05-25,4.5902,19.7,79.65
2021-05-26,5.0798,19.1,74.31
2021-05-27,3.7082,19.53,76.03
2021-05-28,4.716,19.32,79.27
2021-05-29,3.9785,18.61,85.94
2021-05-30,4.3814,19.55,80.82
2021-05-31,4.555,19.1,79.87
2021-06-01,5.3962,19.11,73.33
2021-06-02,5.8831,19.71,74.06
2021-06-03,5.2147,19.71,79.92
2021-06-04,4.4486,19.11,79.97
2021-06-05,5.4214,19.02,76.08
2021-06-06,3.7138,18.89,80.24
2021-06-07,4.4026,19.02,76.15
2021-06-08,2.8927,18.6,77.94
2021-06-09,4.1414,18.31,80.45
2021-06-10,3.1531,17.65,80.46
2021-06-11,5.2318,19.22,76.48
2021-06-12,4.723,18.8,81.04
2021-06-13,4.1998,18.65,82.15
2021-06-14,3.9905,18.39,83.64
2021-06-15,4.5835,18.83,84.0
2021-06-16,5.1938,17.65,85.47
2021-06-17,5.2553,17.14,80.3
2021-06-18,4.853,17.13,78.18
2021-06-19,4.541,18.19,78.83
2021-06-20,3.3701,17.77,77.14
2021-06-21,5.8548,17.28,78.63
2021-06-22,4.5494,17.36,81.0
2021-06-23,4.8893,17.46,84.39
2021-06-24,5.3664,17.9,77.12
2021-06-25,4.1995,17.98,77.0
2021-06-26,4.5946,18.07,80.26
2021-06-27,4.5185,18.75,77.95
2021-06-28,5.0201,19.02,76.46
2021-06-29,5.665,18.58,76.83
2021-06-30,4.2415,17.37,78.35
2021-07-01,4.6459,16.91,82.14
2021-07-02,5.5097,17.53,78.23
2021-07-03,5.5514,17.24,78.4
2021-07-04,4.6382,16.66,75.71
2021-07-05,4.6289,17.21,75.14
2021-07-06,5.1394,18.2,74.54
2021-07-07,5.1936,19.06,73.67
2021-07-08,5.0563,19.59,73.24
2021-07-09,4.6586,19.2,76.3
2021-07-10,4.9637,18.4,76.93
2021-07-11,4.3783,18.66,74.16
2021-07-12,4.6205,18.66,75.7
2021-07-13,3.7118,18.47,76.13
2021-07-14,3.9571,18.51,71.85
2021-07-15,5.8286,19.17,70.93
2021-07-16,4.9558,19.22,72.44
2021-07-17,4.6404,19.44,73.15
2021-07-18,3.229,19.6,73.59
2021-07-19,4.7059,18.55,75.7
2021-07-20,5.0033,18.14,75.69
2021-07-21,4.073,18.77,76.45
2021-07-22,4.3915,18.57,74.49
2021-07-23,4.8019,18.81,74.6
2021-07-24,3.912,18.38,79.66
2021-07-25,3.126,18.54,78.62
2021-07-26,4.5262,19.47,72.45
2021-07-27,4.5317,19.43,72.91
2021-07-28,4.1129,19.36,73.93
2021-07-29,4.7261,19.05,73.61
2021-07-30,4.6332,19.3,72.82
2021-07-31,6.3564,19.48,72.23
2021-08-01,4.4638,19.34,72.04
2021-08-02,4.795,17.88,76.37
2021-08-03,4.103,17.4,75.26
2021-08-04,4.8029,17.83,71.71
2021-08-05,4.4239,18.1,73.87
2021-08-06,4.8732,18.25,74.81
2021-08-07,5.046,19.81,70.25
2021-08-08,4.6452,18.54,80.55
2021-08-09,4.9058,19.69,73.72
2021-08-10,5.1499,19.55,73.18
2021-08-11,5.2354,19.06,72.51
2021-08-12,4.6354,19.07,74.71
2021-08-13,4.6344,18.87,75.65
2021-08-14,4.0663,18.71,75.71
2021-08-15,5.2375,18.44,78.2
2021-08-16,4.1426,19.12,75.74
2021-08-17,4.2022,19.63,73.89
2021-08-18,3.9202,19.56,75.6
2021-08-19,4.2564,19.42,76.06
2021-08-20,4.5259,19.34,74.74
2021-08-21,4.8562,19.41,73.44
2021-08-22,4.8881,19.95,70.36
2021-08-23,5.418,20.03,73.67
2021-08-24,4.4299,19.66,74.85
2021-08-25,4.4462,20.66,73.86
2021-08-26,4.7954,20.23,68.85
2021-08-27,4.9399,19.41,70.12
2021-08-28,5.3506,19.83,64.71
2021-08-29,4.0987,19.15,71.73
2021-08-30,4.565,18.89,70.01
2021-08-31,4.4863,19.84,67.36
2021-09-01,4.0097,19.55,73.52
2021-09-02,6.0614,19.83,68.29
2021-09-03,4.4518,19.59,72.67
2021-09-04,5.3069,19.84,72.54
2021-09-05,5.3234,19.24,77.66
2021-09-06,3.0634,18.15,81.35
2021-09-07,4.9289,19.21,73.1
2021-09-08,4.4861,19.99,70.87
2021-09-09,5.2003,20.56,66.96
2021-09-10,4.6838,19.33,68.14
2021-09-11,4.8173,19.01,72.13
2021-09-12,3.343,18.73,72.36
2021-09-13,6.3677,19.39,66.24
2021-09-14,5.0575,20.09,68.88
2021-09-15,5.0134,19.4,72.45
2021-09-16,4.8002,18.73,69.79
2021-09-17,6.7692,19.21,68.0
2021-09-18,6.3578,18.39,68.17
2021-09-19,5.0926,19.06,67.3
2021-09-20,4.8238,19.66,73.04
2021-09-21,3.9132,19.55,73.55
2021-09-22,4.7597,18.72,78.95
2021-09-23,4.775,18.66,74.45
2021-09-24,4.8245,18.22,74.93
2021-09-25,5.2277,17.75,77.95
2021-09-26,6.9029,18.68,70.93
2021-09-27,6.281,19.03,71.13
2021-09-28,4.3865,19.11,72.68
2021-09-29,4.6358,19.16,72.51
2021-09-30,4.056,18.45,77.66
2021-10-01,5.0323,19.75,70.02
2021-10-02,5.7235,20.45,70.72
2021-10-03,6.3379,20.99,71.93
2021-10-04,5.9095,20.85,73.99
2021-10-05,4.0061,19.77,80.67
2021-10-06,3.57,20.58,73.21
2021-10-07,5.2562,20.48,70.61
2021-10-08,4.955,20.03,70.28
2021-10-09,5.1737,20.03,75.89
2021-10-10,4.8506,19.31,79.54
2021-10-11,3.1164,19.12,82.53
2021-10-12,4.7587,20.17,72.07
2021-10-13,5.3158,20.53,71.55
2021-10-14,5.2519,19.6,79.8
2021-10-15,5.7211,20.66,73.22
2021-10-16,4.1227,18.94,81.84
2021-10-17,3.6701,18.93,78.67
2021-10-18,5.0998,19.57,71.2
2021-10-19,4.6915,19.9,70.74
2021-10-20,5.0328,20.32,70.86
2021-10-21,5.0074,19.16,79.46
2021-10-22,5.2471,19.95,75.98
2021-10-23,5.1084,20.27,75.92
2021-10-24,5.8306,19.75,78.6
2021-10-25,5.0561,19.18,84.26
2021-10-26,5.0798,19.1,83.67
2021-10-27,3.0768,18.64,79.72
2021-10-28,5.7101,18.87,83.53
2021-10-29,4.873,17.69,86.03
2021-10-30,5.0866,18.1,82.7
2021-10-31,4.3486,17.62,84.91
2021-11-01,5.021,18.87,79.97
2021-11-02,5.4602,18.78,78.2
2021-11-03,5.1161,18.93,78.57
2021-11-04,4.5487,18.27,83.72
2021-11-05,5.2354,19.99,77.12
2021-11-06,5.6062,20.48,70.11
2021-11-07,5.465,20.48,65.82
2021-11-08,3.3588,19.63,79.45
2021-11-09,4.8014,19.27,79.06
2021-11-10,4.6342,19.18,78.1
2021-11-11,5.689,19.44,77.32
2021-11-12,5.808,19.53,72.58
2021-11-13,4.3303,19.49,70.21
2021-11-14,5.1727,19.82,75.31
2021-11-15,5.1706,20.09,77.93
2021-11-16,5.2042,19.28,81.66
2021-11-17,5.7694,19.48,77.29
2021-11-18,6.5038,18.99,78.53
2021-11-19,6.0161,19.02,77.28
2021-11-20,5.1134,19.28,75.22
2021-11-21,4.5797,19.12,78.45
2021-11-22,3.9082,19.17,80.09
2021-11-23,3.9264,18.08,88.09
2021-11-24,3.744,18.48,85.74
2021-11-25,3.9713,17.95,85.69
2021-11-26,4.0296,19.06,77.25
2021-11-27,5.7566,19.46,75.64
2021-11-28,5.273,19.8,73.91
2021-11-29,4.835,19.26,79.84
2021-11-30,3.911,19.11,78.98
2021-12-01,5.6112,19.46,75.9
2021-12-02,5.1804,19.62,75.54
